name,last_season,country_of_birth,date_of_birth,position,foot,height_in_cm,contract_expiration_date,market_value_in_eur,highest_market_value_in_eur
Patrick Platins,2015,Germany,1983-04-19 00:00:00,Goalkeeper,right,190.0,,250000.0,500000.0
Du-ri Cha,2012,Germany,1980-07-25 00:00:00,Defender,right,181.0,,825000.0,1500000.0
Halil Altintop,2016,Germany,1982-12-08 00:00:00,Midfield,right,185.0,,200000.0,7500000.0
Hamit Altintop,2016,Germany,1982-12-08 00:00:00,Midfield,right,183.0,,300000.0,11000000.0
Ali Bilgin,2012,Germany,1981-12-17 00:00:00,Midfield,,,,175000.0,2500000.0
Ahmet Cebe,2015,Germany,1983-05-02 00:00:00,Defender,right,181.0,,50000.0,1050000.0
Deniz Dogan,2013,Germany,,Defender,left,181.0,,75000.0,400000.0
Markus Feulner,2016,Germany,1982-02-12 00:00:00,Midfield,right,183.0,,100000.0,3000000.0
Philipp Haastrup,2012,Germany,1982-03-05 00:00:00,Defender,,,,100000.0,450000.0
Erdal Kilicaslan,2016,Germany,1984-08-23 00:00:00,Attack,,,,400000.0,1500000.0
Oliver Kirch,2014,Germany,1982-08-21 00:00:00,Midfield,right,182.0,,500000.0,1800000.0
Patric Klandt,2018,Germany,1983-09-29 00:00:00,Goalkeeper,right,184.0,,50000.0,1250000.0
Lukas Kruse,2014,Germany,1983-07-09 00:00:00,Goalkeeper,right,185.0,,100000.0,1000000.0
Philipp Lahm,2016,Germany,1983-11-11 00:00:00,Defender,right,170.0,,11000000.0,30000000.0
Christian Lell,2013,Germany,1984-08-29 00:00:00,Defender,,,,800000.0,4000000.0
Markus Miller,2014,Germany,1982-04-08 00:00:00,Goalkeeper,right,189.0,,300000.0,3500000.0
Zvjezdan Misimovic,2012,Germany,1982-06-05 00:00:00,Midfield,both,179.0,,700000.0,14500000.0
Marcel Ndjeng,2014,Germany,1982-05-06 00:00:00,Midfield,right,180.0,,50000.0,1500000.0
Patrick Ochs,2014,Germany,1984-05-14 00:00:00,Defender,right,179.0,,200000.0,5000000.0
Patrick Owomoyela,2012,Germany,1979-11-05 00:00:00,Defender,right,187.0,,200000.0,5000000.0
Marjan Petkovic,2013,Germany,1979-05-22 00:00:00,Goalkeeper,right,186.0,,200000.0,500000.0
Michael Rensing,2019,Germany,1984-05-14 00:00:00,Goalkeeper,right,190.0,,300000.0,4500000.0
Mahir Saglik,2014,Germany,1983-01-18 00:00:00,Attack,left,178.0,,50000.0,1400000.0
Bastian Schweinsteiger,2016,Germany,1984-08-01 00:00:00,Midfield,,,,1000000.0,40000000.0
Thorsten Stuckmann,2016,Germany,1981-03-17 00:00:00,Goalkeeper,right,199.0,,100000.0,1200000.0
Elyasa Süme,2016,Germany,1983-08-13 00:00:00,Defender,,,,25000.0,2000000.0
Romuald Peiser,2013,France,1979-08-03 00:00:00,Goalkeeper,right,187.0,,75000.0,1600000.0
Alexander Madlung,2014,Germany,1982-07-11 00:00:00,Defender,,,,250000.0,4500000.0
Christian Pander,2014,Germany,1983-08-28 00:00:00,Defender,,,,250000.0,6500000.0
Steven Gerrard,2014,England,1980-05-30 00:00:00,Midfield,right,183.0,,1750000.0,50000000.0
Jan Schlaudraff,2014,Germany,1983-07-18 00:00:00,Attack,right,180.0,,750000.0,4500000.0
David Bellion,2013,France,1982-11-27 00:00:00,Attack,right,181.0,,250000.0,7000000.0
Kieron Dyer,2012,England,1978-12-29 00:00:00,Midfield,right,170.0,,500000.0,16000000.0
Richard Wright,2015,England,1977-11-05 00:00:00,Goalkeeper,right,190.0,,250000.0,5750000.0
Titus Bramble,2012,England,1981-07-31 00:00:00,Defender,right,192.0,,2000000.0,5500000.0
Kevin Phillips,2013,England,1973-07-25 00:00:00,Attack,right,170.0,,250000.0,7500000.0
David Beckham,2012,England,1975-05-02 00:00:00,Midfield,right,182.0,,1000000.0,40000000.0
William Gallas,2012,France,1977-08-17 00:00:00,Defender,right,182.0,,500000.0,19000000.0
John Terry,2016,England,1980-12-07 00:00:00,Defender,right,187.0,,1000000.0,35000000.0
Frank Lampard,2014,England,1978-06-20 00:00:00,Midfield,right,184.0,,1000000.0,45000000.0
Cris,2012,Brazil,1977-06-03 00:00:00,Defender,right,183.0,,250000.0,15000000.0
Simon Cziommer,2014,Germany,1980-11-06 00:00:00,Midfield,,,,400000.0,3200000.0
Quique de Lucas,2012,Spain,1978-08-17 00:00:00,Midfield,right,175.0,,100000.0,4000000.0
Carlton Cole,2015,England,1983-10-12 00:00:00,Attack,right,191.0,,500000.0,9000000.0
Ashley Cole,2015,England,1980-12-20 00:00:00,Defender,left,176.0,,500000.0,27000000.0
Stuart Taylor,2017,England,1980-11-28 00:00:00,Goalkeeper,right,198.0,,250000.0,1500000.0
Jermaine Pennant,2013,England,1983-01-15 00:00:00,Attack,right,173.0,,500000.0,10500000.0
David Bentley,2012,England,1984-08-27 00:00:00,Midfield,right,178.0,,3000000.0,17000000.0
Nicolas Anelka,2013,France,1979-03-14 00:00:00,Attack,right,186.0,,1000000.0,30000000.0
Chris,2012,Brazil,1978-08-25 00:00:00,Defender,,,,300000.0,3500000.0
Rio Ferdinand,2014,England,1978-11-07 00:00:00,Defender,right,189.0,,1000000.0,35000000.0
Roberto Hilbert,2016,Germany,1984-10-16 00:00:00,Defender,right,182.0,,100000.0,5000000.0
Jérémie Aliadière,2016,France,1983-03-30 00:00:00,Attack,right,183.0,,500000.0,4500000.0
Luke Young,2012,England,1979-07-19 00:00:00,Defender,right,183.0,,500000.0,7000000.0
Matthew Upson,2014,England,1979-04-18 00:00:00,Defender,left,185.0,,250000.0,9000000.0
Steve Banks,2014,England,1972-02-09 00:00:00,Goalkeeper,right,180.0,,50000.0,400000.0
Gareth Barry,2017,England,1981-02-23 00:00:00,Midfield,left,184.0,,325000.0,18500000.0
Joey Barton,2016,England,1982-09-02 00:00:00,Midfield,right,180.0,,1000000.0,8600000.0
Paul Konchesky,2015,England,1981-05-15 00:00:00,Defender,left,178.0,,250000.0,9500000.0
Jonathan Walters,2018,England,1983-09-20 00:00:00,Attack,right,183.0,,1500000.0,5500000.0
Nicky Weaver,2013,England,1979-03-02 00:00:00,Goalkeeper,right,191.0,,250000.0,2000000.0
Ben Williams,2013,England,1982-08-27 00:00:00,Goalkeeper,left,188.0,,100000.0,500000.0
Wayne Rooney,2017,England,1985-10-24 00:00:00,Attack,right,176.0,,2000000.0,65000000.0
James Milner,2024,England,1986-01-04 00:00:00,Midfield,right,175.0,2025-06-30 00:00:00,1000000.0,21000000.0
Sylvain Distin,2015,France,1977-12-16 00:00:00,Defender,left,192.0,,750000.0,9000000.0
Kaká,2013,Brazil,1982-04-22 00:00:00,Midfield,both,186.0,,1000000.0,70000000.0
Markus Neumayr,2017,Germany,1986-03-26 00:00:00,Midfield,right,181.0,,200000.0,1000000.0
Paul Scholes,2012,England,1974-11-16 00:00:00,Midfield,right,168.0,,1000000.0,25000000.0
Phil Neville,2012,England,1977-01-21 00:00:00,Defender,right,180.0,,1000000.0,6000000.0
Wes Brown,2015,England,1979-10-13 00:00:00,Defender,right,184.0,,500000.0,9000000.0
Jermaine Jenas,2012,England,1983-02-18 00:00:00,Midfield,right,181.0,,1500000.0,15000000.0
Shaun Wright-Phillips,2014,England,1981-10-25 00:00:00,Attack,right,166.0,,100000.0,31500000.0
Sylvain Armand,2016,France,1980-08-01 00:00:00,Defender,left,182.0,,250000.0,7500000.0
Ricardo,2012,Spain,1971-12-30 00:00:00,Goalkeeper,left,187.0,,100000.0,4400000.0
Luke Steele,2017,England,1984-09-24 00:00:00,Goalkeeper,right,188.0,,150000.0,1500000.0
Kieran Richardson,2015,England,1984-10-21 00:00:00,Defender,left,177.0,,1500000.0,8250000.0
Jerome Thomas,2014,England,1983-03-23 00:00:00,Attack,left,177.0,,250000.0,3500000.0
Steve Harper,2015,England,1975-03-14 00:00:00,Goalkeeper,right,188.0,,250000.0,3000000.0
Adam Collin,2015,England,1984-12-09 00:00:00,Goalkeeper,right,195.0,,250000.0,250000.0
Julien Escudé,2013,France,1979-08-17 00:00:00,Defender,left,184.0,,800000.0,7000000.0
Mickaël Landreau,2013,France,1979-05-14 00:00:00,Goalkeeper,right,184.0,,1750000.0,11000000.0
Steve Simonsen,2012,England,1979-04-03 00:00:00,Goalkeeper,right,187.0,,125000.0,2500000.0
Jamie Carragher,2012,England,1978-01-28 00:00:00,Defender,right,185.0,,1000000.0,19000000.0
Sean O'Hanlon,2012,England,1983-01-02 00:00:00,Defender,right,185.0,,350000.0,425000.0
Tony Hibbert,2015,England,1981-02-20 00:00:00,Defender,right,173.0,,500000.0,4500000.0
Leon Osman,2015,England,1981-05-17 00:00:00,Midfield,right,173.0,,1000000.0,8000000.0
Paul Robinson,2016,England,1979-10-15 00:00:00,Goalkeeper,right,193.0,,250000.0,9000000.0
Mark Hudson,2013,England,1982-03-30 00:00:00,Defender,right,187.0,,500000.0,1250000.0
Jason Roberts,2012,England,1978-01-25 00:00:00,Attack,right,185.0,,250000.0,4000000.0
Lloyd Dyer,2015,England,1982-09-13 00:00:00,Midfield,left,173.0,,250000.0,1000000.0
Wayne Bridge,2012,England,1980-08-05 00:00:00,Defender,left,178.0,,500000.0,9000000.0
Anton Ferdinand,2018,England,1985-02-18 00:00:00,Defender,right,185.0,,300000.0,7000000.0
Bernard Mendy,2012,France,1981-08-20 00:00:00,Defender,right,180.0,,150000.0,8500000.0
Georgios Theodoridis,2014,Germany,1980-07-03 00:00:00,Midfield,,,,250000.0,1300000.0
Peter Whittingham,2013,England,1984-09-08 00:00:00,Midfield,left,177.0,,750000.0,2750000.0
Raúl Bravo,2015,Spain,1981-04-14 00:00:00,Defender,left,181.0,,100000.0,4000000.0
Sam Parkin,2012,England,1981-03-14 00:00:00,Attack,left,188.0,,200000.0,800000.0
Scott Parker,2013,England,1980-10-13 00:00:00,Midfield,right,180.0,,500000.0,18000000.0
Matthew Etherington,2013,England,1981-08-14 00:00:00,Midfield,left,178.0,,1500000.0,7000000.0
Carlo Nash,2013,England,1973-09-13 00:00:00,Goalkeeper,right,197.0,,250000.0,800000.0
Sofian Chahed,2012,Germany,1983-04-18 00:00:00,Defender,,,,500000.0,2000000.0
Malik Fathi,2013,Germany,1983-10-29 00:00:00,Defender,left,185.0,,100000.0,4000000.0
Jay McEveley,2016,England,1985-02-11 00:00:00,Defender,left,186.0,,400000.0,1250000.0
Jan-Ingwer Callsen-Bracker,2018,Germany,1984-09-23 00:00:00,Defender,right,188.0,,100000.0,2500000.0
Andrew Davies,2018,England,1984-12-17 00:00:00,Defender,right,190.0,,250000.0,1100000.0
Jermain Defoe,2021,England,1982-10-07 00:00:00,Attack,right,171.0,,400000.0,18000000.0
Joe Cole,2015,England,1981-11-08 00:00:00,Midfield,right,176.0,,150000.0,21000000.0
Michael Carrick,2017,England,1981-07-28 00:00:00,Midfield,right,189.0,,1000000.0,26500000.0
Glen Johnson,2017,England,1984-08-23 00:00:00,Defender,both,182.0,,2500000.0,17000000.0
Eduardo,2013,Brazil,1980-08-05 00:00:00,Attack,right,178.0,,500000.0,2500000.0
Pierre-Alain Frau,2013,France,1980-04-15 00:00:00,Attack,right,175.0,,250000.0,8750000.0
Martin Lanig,2014,Germany,,Midfield,right,190.0,,600000.0,3500000.0
Kevin Nolan,2015,England,1982-06-24 00:00:00,Midfield,right,183.0,,2000000.0,8000000.0
Djibril Cissé,2014,France,1981-08-12 00:00:00,Attack,right,182.0,,200000.0,20000000.0
Iker Casillas,2018,Spain,1981-05-20 00:00:00,Goalkeeper,left,182.0,,1000000.0,35000000.0
Gary O'Neil,2015,England,1983-05-18 00:00:00,Midfield,right,174.0,,500000.0,7500000.0
Louis Saha,2012,France,1978-08-08 00:00:00,Attack,left,182.0,,400000.0,18000000.0
Daniel Baier,2019,Germany,1984-05-18 00:00:00,Midfield,right,176.0,,400000.0,3500000.0
Dean Marney,2017,England,1984-01-31 00:00:00,Midfield,right,183.0,,800000.0,3000000.0
Lee Barnard,2012,England,1984-07-18 00:00:00,Attack,right,178.0,,250000.0,500000.0
Stewart Downing,2016,England,1984-07-22 00:00:00,Attack,left,180.0,,200000.0,16000000.0
Liam Ridgewell,2013,England,1984-07-21 00:00:00,Defender,both,188.0,,500000.0,4500000.0
Peter Crouch,2018,England,1981-01-30 00:00:00,Attack,right,201.0,,1000000.0,12000000.0
Luke Moore,2013,England,1986-02-13 00:00:00,Attack,,180.0,,700000.0,3750000.0
Darren Ambrose,2013,England,1984-02-29 00:00:00,Midfield,right,183.0,,300000.0,2000000.0
Frazer Richardson,2012,England,1982-10-29 00:00:00,Defender,right,180.0,,350000.0,1000000.0
Matthew Kilgallon,2018,England,1984-01-08 00:00:00,Defender,,185.0,,300000.0,2000000.0
Garry Monk,2013,England,1979-03-06 00:00:00,Defender,right,183.0,,500000.0,1250000.0
Rory Delap,2012,England,1976-07-06 00:00:00,Midfield,right,183.0,,250000.0,5500000.0
Bobby Zamora,2014,England,1981-01-16 00:00:00,Attack,left,184.0,,750000.0,8000000.0
Dominik Reinhardt,2014,Germany,1984-12-19 00:00:00,Defender,,,,50000.0,3500000.0
Anthony Le Tallec,2016,France,1984-10-03 00:00:00,Attack,right,185.0,,250000.0,4500000.0
David Fox,2013,England,1983-12-13 00:00:00,Midfield,right,175.0,,250000.0,2000000.0
Joleon Lescott,2016,England,1982-08-16 00:00:00,Defender,left,191.0,,1000000.0,17000000.0
Diego,2015,Brazil,1985-02-28 00:00:00,Midfield,right,173.0,,300000.0,29000000.0
Maxwell,2016,Brazil,1981-08-27 00:00:00,Defender,left,176.0,,1000000.0,13500000.0
Aaron Hunt,2017,Germany,1986-09-04 00:00:00,Midfield,left,183.0,,250000.0,7000000.0
Peter Niemeyer,2016,Germany,1983-11-22 00:00:00,Midfield,right,191.0,,200000.0,2500000.0
David Yelldell,2015,Germany,1981-10-01 00:00:00,Goalkeeper,right,194.0,,100000.0,1200000.0
Grégory Vignal,2012,France,1981-07-19 00:00:00,Defender,,,,50000.0,2000000.0
Hilton,2020,Brazil,1977-09-13 00:00:00,Defender,right,180.0,,150000.0,6000000.0
Thomas Kessler,2019,Germany,1986-01-20 00:00:00,Goalkeeper,right,197.0,,250000.0,2000000.0
Éric Abidal,2014,France,1979-09-11 00:00:00,Defender,left,186.0,,1000000.0,20000000.0
Gaël Givet,2014,France,1981-10-09 00:00:00,Defender,left,183.0,,250000.0,7500000.0
Sébastien Squillaci,2016,France,1980-08-11 00:00:00,Defender,right,185.0,,250000.0,18000000.0
Ludovic Giuly,2012,France,1976-07-10 00:00:00,Attack,right,164.0,,400000.0,15000000.0
Jérôme Rothen,2012,France,1978-03-31 00:00:00,Midfield,left,177.0,,250000.0,15000000.0
Cédric Carrasso,2017,France,1981-12-30 00:00:00,Goalkeeper,right,187.0,,250000.0,10000000.0
Damien Grégorini,2012,France,1979-03-02 00:00:00,Goalkeeper,right,194.0,,400000.0,2750000.0
Abdoulaye Méïté,2014,France,1980-10-06 00:00:00,Defender,right,185.0,,25000.0,5000000.0
Rémy Vercoutre,2017,France,1980-06-26 00:00:00,Goalkeeper,right,185.0,,250000.0,2500000.0
Jérémie Bréchet,2015,France,1979-08-14 00:00:00,Defender,left,187.0,,250000.0,7000000.0
Florent Balmont,2019,France,1980-02-02 00:00:00,Midfield,right,168.0,,250000.0,6500000.0
Sidney Govou,2012,France,1979-07-27 00:00:00,Attack,right,177.0,,600000.0,15000000.0
Camel Meriem,2012,France,1979-10-18 00:00:00,Midfield,right,174.0,,300000.0,7500000.0
Sylvain Monsoreau,2012,France,1981-03-20 00:00:00,Defender,left,186.0,,150000.0,5000000.0
Kamel Chafni,2012,France,1982-06-11 00:00:00,Midfield,right,181.0,,600000.0,3300000.0
Jérémy Mathieu,2019,France,1983-10-29 00:00:00,Defender,left,189.0,,1200000.0,15000000.0
Benoît Pedretti,2016,France,1980-11-12 00:00:00,Midfield,right,178.0,,250000.0,9000000.0
Philippe Mexès,2015,France,1982-03-30 00:00:00,Defender,right,187.0,,500000.0,20000000.0
Lionel Mathis,2015,France,1981-10-04 00:00:00,Midfield,right,174.0,,250000.0,2000000.0
Pantxi Sirieix,2016,France,1980-10-07 00:00:00,Midfield,right,180.0,,150000.0,2000000.0
Nicolas Marin,2013,France,1980-08-29 00:00:00,Midfield,right,172.0,,400000.0,1700000.0
Ronan Le Crom,2012,France,1974-07-13 00:00:00,Goalkeeper,right,186.0,,50000.0,1800000.0
Alaeddine Yahia,2016,France,1981-09-26 00:00:00,Defender,right,187.0,,250000.0,2600000.0
Steeve Joseph-Reinette,2012,France,1983-12-02 00:00:00,Defender,right,182.0,,400000.0,400000.0
Gaël Danic,2016,France,1981-11-19 00:00:00,Attack,left,176.0,,300000.0,3500000.0
Sébastien Chabbert,2013,France,1978-05-15 00:00:00,Goalkeeper,right,185.0,,50000.0,750000.0
Charles Itandje,2016,France,1982-11-02 00:00:00,Goalkeeper,right,193.0,,500000.0,4500000.0
Zoumana Camara,2014,France,1979-04-03 00:00:00,Defender,right,182.0,,500000.0,6000000.0
Rod Fanni,2016,France,1981-12-06 00:00:00,Defender,right,186.0,,100000.0,7500000.0
Jérémy Toulalan,2017,France,1983-09-10 00:00:00,Midfield,right,183.0,,2000000.0,22000000.0
Wilfried Dalmat,2013,France,1982-07-17 00:00:00,Attack,right,176.0,,200000.0,3500000.0
Grégory Pujol,2015,France,1980-01-25 00:00:00,Attack,right,183.0,,250000.0,4000000.0
Romain Pitau,2012,France,1977-08-08 00:00:00,Midfield,right,178.0,,400000.0,3000000.0
Cédric Varrault,2017,France,1980-01-30 00:00:00,Defender,right,182.0,,250000.0,3000000.0
Johan Audel,2015,France,1983-12-12 00:00:00,Attack,,,,500000.0,3500000.0
Romain Rocchi,2014,France,1981-10-02 00:00:00,Midfield,right,183.0,,250000.0,1600000.0
Fabien Audard,2014,France,1978-03-28 00:00:00,Goalkeeper,left,188.0,,250000.0,3500000.0
Nicolas Penneteau,2022,France,1981-02-28 00:00:00,Goalkeeper,left,185.0,,100000.0,2800000.0
Anthar Yahia,2013,France,1982-03-21 00:00:00,Defender,,,,250000.0,3500000.0
Cyril Jeunechamp,2012,France,1975-12-18 00:00:00,Midfield,right,175.0,,50000.0,2500000.0
Chaouki Ben Saada,2017,France,1984-07-01 00:00:00,Attack,left,176.0,,150000.0,2600000.0
Cédric Kanté,2013,France,1979-07-06 00:00:00,Defender,left,182.0,,250000.0,3500000.0
Guillaume Lacour,2015,France,1980-08-02 00:00:00,Defender,right,173.0,,250000.0,2000000.0
Matthieu Chalmé,2013,France,1980-10-07 00:00:00,Defender,right,176.0,,300000.0,6000000.0
Matthieu Delpierre,2013,France,1981-04-26 00:00:00,Defender,,,,500000.0,7500000.0
Benoît Cheyrou,2014,France,1981-05-03 00:00:00,Midfield,left,182.0,,200000.0,11000000.0
Arnaud Le Lan,2012,France,1978-03-22 00:00:00,Defender,left,171.0,,300000.0,1500000.0
Sébastien Puygrenier,2013,France,1982-01-28 00:00:00,Defender,right,187.0,,200000.0,7500000.0
Anthony Réveillère,2014,France,1979-11-10 00:00:00,Defender,right,180.0,,500000.0,8500000.0
Étienne Didot,2018,France,1983-07-24 00:00:00,Midfield,right,175.0,,250000.0,7000000.0
Olivier Sorlin,2014,France,1979-04-09 00:00:00,Midfield,right,182.0,,250000.0,4000000.0
Toifilou Maoulida,2013,France,1979-06-08 00:00:00,Attack,right,184.0,,250000.0,3000000.0
Laurent Pionnier,2017,France,1982-05-24 00:00:00,Goalkeeper,right,183.0,,500000.0,900000.0
Rudy Riou,2015,France,1980-01-22 00:00:00,Goalkeeper,right,185.0,,300000.0,900000.0
Jody Viviani,2012,France,1982-01-25 00:00:00,Goalkeeper,right,191.0,,600000.0,2500000.0
Cédric Barbosa,2014,France,1976-03-06 00:00:00,Attack,right,179.0,,250000.0,3000000.0
Sébastien Frey,2014,France,1980-03-18 00:00:00,Goalkeeper,right,190.0,,450000.0,20000000.0
Simone Perrotta,2012,England,1977-09-17 00:00:00,Midfield,right,178.0,,300000.0,15000000.0
Jonathan Zebina,2013,France,1978-07-19 00:00:00,Defender,right,189.0,,250000.0,8500000.0
Matuzalém,2015,Brazil,1980-06-10 00:00:00,Midfield,left,178.0,,25000.0,16000000.0
Diomansy Kamara,2013,France,1980-11-08 00:00:00,Attack,both,184.0,,250000.0,9000000.0
Mohamed Sissoko,2014,France,1985-01-22 00:00:00,Midfield,right,191.0,,300000.0,16000000.0
Tobias Rathgeb,2013,Germany,1982-05-03 00:00:00,Midfield,left,172.0,,100000.0,1800000.0
Luciano,2012,Brazil,1975-12-03 00:00:00,Midfield,right,180.0,,200000.0,7000000.0
Amauri,2015,Brazil,1980-06-03 00:00:00,Attack,right,188.0,,100000.0,20000000.0
Stefan Kießling,2017,Germany,1984-01-25 00:00:00,Attack,right,191.0,,1000000.0,15000000.0
Dennis Souza,2013,Brazil,1980-01-09 00:00:00,Defender,left,191.0,,75000.0,750000.0
Fabrice Pancrate,2013,France,1980-05-02 00:00:00,Attack,right,187.0,,200000.0,4000000.0
Yohann Pelé,2020,France,1982-11-04 00:00:00,Goalkeeper,right,196.0,,250000.0,5000000.0
Grégory Cerdan,2013,France,1982-07-28 00:00:00,Defender,right,190.0,,500000.0,2500000.0
Yoann Poulard,2012,France,1976-07-01 00:00:00,Defender,right,190.0,,400000.0,1800000.0
Marco Caligiuri,2013,Germany,1984-04-14 00:00:00,Defender,,,,250000.0,2500000.0
Mario Gómez,2018,Germany,1985-07-10 00:00:00,Attack,right,189.0,,800000.0,42000000.0
Patrick Helmes,2014,Germany,,Attack,both,182.0,,1000000.0,10000000.0
Axel Bellinghausen,2012,Germany,1983-05-17 00:00:00,Midfield,left,182.0,,100000.0,2000000.0
Per Mertesacker,2017,Germany,1984-09-29 00:00:00,Defender,right,200.0,,1000000.0,20000000.0
Kai Herdling,2015,Germany,1984-06-27 00:00:00,Attack,right,180.0,,400000.0,750000.0
Cédric Fauré,2014,France,1979-02-14 00:00:00,Attack,both,187.0,,50000.0,2500000.0
Julien Cardy,2015,France,1981-09-29 00:00:00,Midfield,right,176.0,,250000.0,1400000.0
Thibault Giresse,2017,France,1981-05-25 00:00:00,Midfield,left,172.0,,250000.0,1100000.0
Marcos De Paula,2013,Brazil,1983-12-19 00:00:00,Attack,right,186.0,,50000.0,800000.0
Jonas Hofmann,2024,Germany,1992-07-14 00:00:00,Midfield,right,176.0,2027-06-30 00:00:00,10000000.0,16000000.0
Murat Erdogan,2012,England,1976-08-01 00:00:00,Midfield,left,180.0,,500000.0,2000000.0
Steven Reid,2013,England,1981-03-10 00:00:00,Defender,right,185.0,,500000.0,4250000.0
Alan Tate,2014,England,1982-09-02 00:00:00,Defender,right,185.0,,500000.0,1000000.0
Juanma Ortiz,2012,Spain,1982-03-01 00:00:00,Defender,right,179.0,,50000.0,3500000.0
Albert Riera,2014,Spain,1982-04-15 00:00:00,Midfield,left,188.0,,300000.0,16000000.0
Ömer Erdogan,2012,Germany,1977-05-03 00:00:00,Defender,right,191.0,,500000.0,2700000.0
Gaël Clichy,2019,France,1985-07-26 00:00:00,Defender,left,176.0,2023-06-30 00:00:00,100000.0,16000000.0
Mikel Arteta,2015,Spain,1982-03-26 00:00:00,Midfield,right,177.0,,2000000.0,20000000.0
José Javier Barkero,2012,Spain,1979-04-27 00:00:00,Midfield,left,181.0,,300000.0,3000000.0
Xabi Alonso,2016,Spain,1981-11-25 00:00:00,Midfield,right,183.0,,3500000.0,35000000.0
Joseba Llorente,2012,Spain,1979-11-24 00:00:00,Attack,right,185.0,,800000.0,11000000.0
Joan Capdevila,2014,Spain,1978-02-03 00:00:00,Defender,left,182.0,,100000.0,13000000.0
Manuel Pablo,2015,Spain,1976-01-25 00:00:00,Defender,right,177.0,,100000.0,7000000.0
Juan Carlos Valerón,2015,Spain,1975-06-17 00:00:00,Midfield,right,186.0,,100000.0,20000000.0
Borja Fernández,2018,Spain,1981-01-14 00:00:00,Midfield,right,189.0,,100000.0,3000000.0
Rubén González,2012,Spain,1982-01-29 00:00:00,Defender,,,,100000.0,2200000.0
Valdo,2013,Spain,1981-04-23 00:00:00,Attack,right,184.0,,50000.0,5000000.0
José Manuel Pinto,2013,Spain,1975-11-08 00:00:00,Goalkeeper,right,185.0,,300000.0,2000000.0
Juanfran,2015,Spain,1976-07-15 00:00:00,Defender,left,182.0,,100000.0,7500000.0
Andrés Palop,2013,Spain,1973-10-22 00:00:00,Goalkeeper,,,,100000.0,7000000.0
David Navarro,2015,Spain,1980-05-25 00:00:00,Defender,right,188.0,,100000.0,5000000.0
Carlos Marchena,2012,Spain,1979-07-31 00:00:00,Defender,right,182.0,,300000.0,13000000.0
David Albelda,2012,Spain,1977-09-01 00:00:00,Midfield,right,182.0,,500000.0,15000000.0
Víctor Valdés,2016,Spain,1982-01-14 00:00:00,Goalkeeper,right,183.0,,2000000.0,20000000.0
Fernando Navarro,2017,Spain,1982-06-25 00:00:00,Defender,left,176.0,,100000.0,10000000.0
Carles Puyol,2013,Spain,1978-04-13 00:00:00,Defender,right,178.0,,1000000.0,30000000.0
Andrés Iniesta,2017,Spain,1984-05-11 00:00:00,Midfield,both,171.0,2024-01-31 00:00:00,800000.0,70000000.0
Thiago Motta,2017,Brazil,1982-08-28 00:00:00,Midfield,left,187.0,,1000000.0,16000000.0
Xavi,2014,Spain,1980-01-25 00:00:00,Midfield,right,169.0,,2000000.0,65000000.0
Daniel Aranzubia,2013,Spain,1979-09-18 00:00:00,Goalkeeper,right,184.0,,1000000.0,5000000.0
Carlos Merino,2013,Spain,1980-03-15 00:00:00,Midfield,both,173.0,,150000.0,1000000.0
Carlos Gurpegui,2015,Spain,1980-08-19 00:00:00,Defender,right,181.0,,500000.0,4000000.0
Pablo Orbaiz,2012,Spain,1979-02-06 00:00:00,Midfield,right,179.0,,1000000.0,3000000.0
Toni Doblas,2013,Spain,1980-08-05 00:00:00,Goalkeeper,right,184.0,,50000.0,3000000.0
Joaquín,2022,Spain,1981-07-21 00:00:00,Attack,right,181.0,,1500000.0,28000000.0
Alberto Cifuentes,2020,Spain,1979-05-29 00:00:00,Goalkeeper,,190.0,,100000.0,1000000.0
José Antonio Reyes,2016,Spain,1983-09-01 00:00:00,Attack,left,176.0,,300000.0,35000000.0
Antonio López,2012,Spain,1981-09-13 00:00:00,Defender,left,176.0,,200000.0,10500000.0
Patxi Puñal,2013,Spain,1975-09-06 00:00:00,Midfield,right,179.0,,100000.0,2400000.0
José María Movilla,2012,Spain,1975-02-08 00:00:00,Midfield,both,171.0,,100000.0,3000000.0
Fernando Torres,2017,Spain,1984-03-20 00:00:00,Attack,right,186.0,,2500000.0,50000000.0
Josemi,2013,Spain,1979-11-15 00:00:00,Defender,right,183.0,,300000.0,3250000.0
Alexis Ruano,2017,Spain,1985-08-04 00:00:00,Defender,right,183.0,,475000.0,10000000.0
Juanito,2012,Spain,1980-02-17 00:00:00,Midfield,right,187.0,,350000.0,3800000.0
Mario Abrante,2012,Spain,1982-02-02 00:00:00,Defender,right,178.0,,300000.0,5500000.0
Óscar González,2013,Spain,1982-11-12 00:00:00,Midfield,right,175.0,,800000.0,4000000.0
David Aganzo,2013,Spain,1981-01-10 00:00:00,Attack,both,177.0,,200000.0,2000000.0
Pepe Reina,2024,Spain,1982-08-31 00:00:00,Goalkeeper,right,188.0,2025-06-30 00:00:00,600000.0,22000000.0
Sergio Ballesteros,2012,Spain,1975-09-04 00:00:00,Defender,right,188.0,,100000.0,1500000.0
Carlos Aranda,2013,Spain,1980-07-27 00:00:00,Attack,right,183.0,,200000.0,2500000.0
Jorge López,2012,Spain,1978-09-19 00:00:00,Attack,right,182.0,,500000.0,4200000.0
Rodolfo Bodipo,2012,Spain,1977-10-25 00:00:00,Attack,right,184.0,,100000.0,2000000.0
